2024,Institution,Location,Score,Subject
51-100,Peking_University,China_Mainland,,Communication__Media_Studies
51-100,Purdue_University,United_States,,Communication__Media_Studies
51-100,Rutgers_UniversityNew_Brunswick,United_States,,Communication__Media_Studies
51-100,Syracuse_University,United_States,,Communication__Media_Studies
51-100,The_Australian_National_University,Australia,,Communication__Media_Studies
51-100,The_University_of_Hong_Kong,Hong_Kong_SAR,,Communication__Media_Studies
51-100,The_University_of_Manchester,United_Kingdom,,Communication__Media_Studies
51-100,The_University_of_New_South_Wales_UNSW_Sydney,Australia,,Communication__Media_Studies
51-100,The_University_of_Queensland,Australia,,Communication__Media_Studies
51-100,The_University_of_Sheffield,United_Kingdom,,Communication__Media_Studies
51-100,The_University_of_Tokyo,Japan,,Communication__Media_Studies
51-100,The_University_of_Warwick,United_Kingdom,,Communication__Media_Studies
51-100,Tsinghua_University,China_Mainland,,Communication__Media_Studies
51-100,Universidad_Nacional_Autnoma_de_Mxico_UNAM,Mexico,,Communication__Media_Studies
51-100,Universitat_Pompeu_Fabra_Barcelona,Spain,,Communication__Media_Studies
51-100,Universiti_Malaya_UM,Malaysia,,Communication__Media_Studies
51-100,University_of_California_San_Diego_UCSD,United_States,,Communication__Media_Studies
51-100,University_of_Florida,United_States,,Communication__Media_Studies
51-100,University_of_Glasgow,United_Kingdom,,Communication__Media_Studies
51-100,University_of_Gothenburg,Sweden,,Communication__Media_Studies
51-100,University_of_Groningen,Netherlands,,Communication__Media_Studies
51-100,University_of_Helsinki,Finland,,Communication__Media_Studies
51-100,University_of_Maryland_College_Park,United_States,,Communication__Media_Studies
51-100,University_of_Minnesota_Twin_Cities,United_States,,Communication__Media_Studies
51-100,University_of_Missouri_Columbia,United_States,,Communication__Media_Studies
51-100,University_of_Navarra,Spain,,Communication__Media_Studies
51-100,University_of_Oslo,Norway,,Communication__Media_Studies
51-100,University_of_Technology_Sydney,Australia,,Communication__Media_Studies
51-100,University_of_Westminster,United_Kingdom,,Communication__Media_Studies
51-100,Utrecht_University,Netherlands,,Communication__Media_Studies
51-100,Vrije_Universiteit_Amsterdam,Netherlands,,Communication__Media_Studies
101-150,Aalto_University,Finland,,Communication__Media_Studies
101-150,Arizona_State_University,United_States,,Communication__Media_Studies
101-150,Deakin_University,Australia,,Communication__Media_Studies
101-150,Fudan_University,China_Mainland,,Communication__Media_Studies
101-150,George_Washington_University,United_States,,Communication__Media_Studies
101-150,Georgetown_University,United_States,,Communication__Media_Studies
101-150,Johns_Hopkins_University,United_States,,Communication__Media_Studies
101-150,Lancaster_University,United_Kingdom,,Communication__Media_Studies
101-150,Leiden_University,Netherlands,,Communication__Media_Studies
101-150,Macquarie_University,Australia,,Communication__Media_Studies
101-150,National_Taiwan_University_NTU,Taiwan,,Communication__Media_Studies
101-150,Simon_Fraser_University,Canada,,Communication__Media_Studies
101-150,Sorbonne_University,France,,Communication__Media_Studies
101-150,Stockholm_University,Sweden,,Communication__Media_Studies
101-150,Tampere_University,Finland,,Communication__Media_Studies
101-150,Tecnolgico_de_Monterrey,Mexico,,Communication__Media_Studies
101-150,The_University_of_Auckland,New_Zealand,,Communication__Media_Studies
101-150,The_University_of_Georgia,United_States,,Communication__Media_Studies
101-150,Trinity_College_Dublin_The_University_of_Dublin,Ireland,,Communication__Media_Studies
101-150,Universidad_de_Buenos_Aires_UBA,Argentina,,Communication__Media_Studies
101-150,Universidad_de_La_Sabana,Colombia,,Communication__Media_Studies
101-150,Universidad_Diego_Portales_UDP,Chile,,Communication__Media_Studies
101-150,Universidade_de_So_Paulo,Brazil,,Communication__Media_Studies
101-150,Universit_Cattolica_del_Sacro_Cuore,Italy,,Communication__Media_Studies
101-150,Universitat_Autnoma_de_Barcelona,Spain,,Communication__Media_Studies
101-150,Universitat_de_Barcelona,Spain,,Communication__Media_Studies
101-150,Universitt_Hamburg,Germany,,Communication__Media_Studies
101-150,Universitt_Leipzig,Germany,,Communication__Media_Studies
101-150,Universit_de_Montral_,Canada,,Communication__Media_Studies
101-150,University_College_Dublin,Ireland,,Communication__Media_Studies
101-150,University_of_Antwerp,Belgium,,Communication__Media_Studies
101-150,University_of_Bergen,Norway,,Communication__Media_Studies
101-150,University_of_Birmingham,United_Kingdom,,Communication__Media_Studies
101-150,University_of_California_Davis,United_States,,Communication__Media_Studies
101-150,University_of_Colorado_Boulder,United_States,,Communication__Media_Studies
101-150,University_of_Huddersfield,United_Kingdom,,Communication__Media_Studies
101-150,University_of_Illinois_at_Chicago_UIC,United_States,,Communication__Media_Studies
101-150,University_of_Iowa,United_States,,Communication__Media_Studies
101-150,University_of_Leicester,United_Kingdom,,Communication__Media_Studies
101-150,University_of_Liverpool,United_Kingdom,,Communication__Media_Studies
101-150,University_of_Massachusetts_Amherst,United_States,,Communication__Media_Studies
101-150,University_of_Nottingham,United_Kingdom,,Communication__Media_Studies
101-150,University_of_Oregon,United_States,,Communication__Media_Studies
101-150,University_of_Sussex,United_Kingdom,,Communication__Media_Studies
101-150,Uppsala_University,Sweden,,Communication__Media_Studies
101-150,Vrije_Universiteit_Brussel_VUB,Belgium,,Communication__Media_Studies
101-150,Westflische_WilhelmsUniversitt_Mnster_,Germany,,Communication__Media_Studies
101-150,York_University,Canada,,Communication__Media_Studies
101-150,Zhejiang_University,China_Mainland,,Communication__Media_Studies
151-200,Birkbeck_University_of_London,United_Kingdom,,Communication__Media_Studies
151-200,Brown_University,United_States,,Communication__Media_Studies
151-200,Carnegie_Mellon_University,United_States,,Communication__Media_Studies
151-200,City_University_of_New_York,United_States,,Communication__Media_Studies
151-200,Curtin_University,Australia,,Communication__Media_Studies
151-200,Dublin_City_University,Ireland,,Communication__Media_Studies
151-200,Kyoto_University,Japan,,Communication__Media_Studies
151-200,Lomonosov_Moscow_State_University,Russia,,Communication__Media_Studies
151-200,Nanjing_University,China_Mainland,,Communication__Media_Studies
151-200,Newcastle_University,United_Kingdom,,Communication__Media_Studies
151-200,Pontificia_Universidad_Catlica_de_Valparaso,Chile,,Communication__Media_Studies
151-200,Pontificia_Universidad_Javeriana,Colombia,,Communication__Media_Studies
151-200,Queen_Mary_University_of_London,United_Kingdom,,Communication__Media_Studies
151-200,Renmin_Peoples_University_of_China,China_Mainland,,Communication__Media_Studies
151-200,Sapienza_University_of_Rome,Italy,,Communication__Media_Studies
151-200,Shanghai_Jiao_Tong_University,China_Mainland,,Communication__Media_Studies
151-200,SOAS_University_of_London_,United_Kingdom,,Communication__Media_Studies
151-200,Sungkyunkwan_UniversitySKKU,South_Korea,,Communication__Media_Studies
151-200,Temple_University,United_States,,Communication__Media_Studies
151-200,Texas_AM_University,United_States,,Communication__Media_Studies
151-200,The_Hebrew_University_of_Jerusalem,Israel,,Communication__Media_Studies
151-200,The_Hong_Kong_Polytechnic_University,Hong_Kong_SAR,,Communication__Media_Studies
151-200,The_University_of_Alabama,United_States,,Communication__Media_Studies
151-200,The_University_of_Arizona,United_States,,Communication__Media_Studies
151-200,The_University_of_Exeter,United_Kingdom,,Communication__Media_Studies
151-200,Universidad_de_Sevilla,Spain,,Communication__Media_Studies
151-200,Universitas_Indonesia,Indonesia,,Communication__Media_Studies
151-200,Universitt_Bremen,Germany,,Communication__Media_Studies
151-200,Universit_Paris_1_PanthonSorbonne_,France,,Communication__Media_Studies
151-200,Universit_PSL,France,,Communication__Media_Studies
151-200,Universiti_Kebangsaan_Malaysia_UKM,Malaysia,,Communication__Media_Studies
151-200,University_of_Bristol,United_Kingdom,,Communication__Media_Studies
151-200,University_of_California_Irvine,United_States,,Communication__Media_Studies
151-200,University_of_Canberra_,Australia,,Communication__Media_Studies
151-200,University_of_Cape_Town,South_Africa,,Communication__Media_Studies
151-200,University_of_East_Anglia_UEA,United_Kingdom,,Communication__Media_Studies
151-200,University_of_Hawaii_at_Mnoa,United_States,,Communication__Media_Studies
151-200,University_of_Miami,United_States,,Communication__Media_Studies
151-200,University_of_Otago,New_Zealand,,Communication__Media_Studies
151-200,University_of_Ottawa,Canada,,Communication__Media_Studies
151-200,University_of_Pittsburgh,United_States,,Communication__Media_Studies
151-200,University_of_Salamanca,Spain,,Communication__Media_Studies
151-200,University_of_Southern_Denmark_SDU,Denmark,,Communication__Media_Studies
151-200,University_of_Virginia,United_States,,Communication__Media_Studies
151-200,University_of_York,United_Kingdom,,Communication__Media_Studies
151-200,Victoria_University_of_Wellington,New_Zealand,,Communication__Media_Studies
151-200,Waseda_University,Japan,,Communication__Media_Studies
151-200,Western_University,Canada,,Communication__Media_Studies
151-200,Wuhan_University,China_Mainland,,Communication__Media_Studies
201-250,_Western_Sydney_University,Australia,,Communication__Media_Studies
201-250,Aalborg_University,Denmark,,Communication__Media_Studies
201-250,Beijing_Normal_University_,China_Mainland,,Communication__Media_Studies
201-250,Bournemouth_University,United_Kingdom,,Communication__Media_Studies
201-250,Carleton_University,Canada,,Communication__Media_Studies
201-250,Charles_University,Czech_Republic,,Communication__Media_Studies
201-250,Delft_University_of_Technology,Netherlands,,Communication__Media_Studies
201-250,Ewha_Womans_University,South_Korea,,Communication__Media_Studies
201-250,George_Mason_University,United_States,,Communication__Media_Studies
201-250,Georgia_Institute_of_Technology,United_States,,Communication__Media_Studies
201-250,GoetheUniversity_Frankfurt_am_Main,Germany,,Communication__Media_Studies
201-250,Griffith_University,Australia,,Communication__Media_Studies
201-250,Hanyang_University,South_Korea,,Communication__Media_Studies
201-250,HSE_University,Russia,,Communication__Media_Studies
201-250,La_Trobe_University,Australia,,Communication__Media_Studies
201-250,National_Chengchi_University,Taiwan,,Communication__Media_Studies
201-250,Northeastern_University,United_States,,Communication__Media_Studies
201-250,Nottingham_Trent_University,United_Kingdom,,Communication__Media_Studies
201-250,Ohio_University,United_States,,Communication__Media_Studies
201-250,Ryerson_University,Canada,,Communication__Media_Studies
201-250,Sciences_Po_,France,,Communication__Media_Studies
201-250,Swansea_University,United_Kingdom,,Communication__Media_Studies
201-250,Taylors_University,Malaysia,,Communication__Media_Studies
201-250,The_New_School,United_States,,Communication__Media_Studies
201-250,The_University_of_Western_Australia,Australia,,Communication__Media_Studies
201-250,Universidad_Autnoma_de_Madrid,Spain,,Communication__Media_Studies
201-250,Universidad_de_Guadalajara_UDG,Mexico,,Communication__Media_Studies
201-250,Universidad_de_los_Andes,Colombia,,Communication__Media_Studies
201-250,Universidad_Iberoamericana_IBERO,Mexico,,Communication__Media_Studies
201-250,Universidade_de_Santiago_de_Compostela,Spain,,Communication__Media_Studies
201-250,Universidade_Federal_do_Rio_de_Janeiro,Brazil,,Communication__Media_Studies
201-250,Universidade_Nova_de_Lisboa,Portugal,,Communication__Media_Studies
201-250,Universitt_Mannheim,Germany,,Communication__Media_Studies
201-250,Universit_du_Qubec,Canada,,Communication__Media_Studies
201-250,Universite_libre_de_Bruxelles,Belgium,,Communication__Media_Studies
201-250,Universiti_Putra_Malaysia_UPM,Malaysia,,Communication__Media_Studies
201-250,Universiti_Sains_Malaysia_USM,Malaysia,,Communication__Media_Studies
201-250,University_of_Alberta,Canada,,Communication__Media_Studies
201-250,University_of_Central_Florida,United_States,,Communication__Media_Studies
201-250,University_of_Delhi,India,,Communication__Media_Studies
201-250,University_of_Geneva,Switzerland,,Communication__Media_Studies
201-250,University_of_Jyvskyl,Finland,,Communication__Media_Studies
201-250,University_of_Kentucky,United_States,,Communication__Media_Studies
201-250,University_of_Milan,Italy,,Communication__Media_Studies
201-250,University_of_Oklahoma,United_States,,Communication__Media_Studies
201-250,University_of_South_Carolina,United_States,,Communication__Media_Studies
201-250,University_of_Southampton,United_Kingdom,,Communication__Media_Studies
201-250,University_of_Stirling,United_Kingdom,,Communication__Media_Studies
201-250,University_of_Utah,United_States,,Communication__Media_Studies
1,University_of_Sussex,United_Kingdom,96.8,Development_Studies
2,University_of_Oxford,United_Kingdom,93.0,Development_Studies
=3,SOAS_University_of_London_,United_Kingdom,92.7,Development_Studies
=3,The_London_School_of_Economics_and_Political_Science_LSE,United_Kingdom,92.7,Development_Studies
5,University_of_Cambridge,United_Kingdom,91.5,Development_Studies
6,Harvard_University,United_States,91.0,Development_Studies
7,Wageningen_University__Research,Netherlands,88.1,Development_Studies
8,University_of_California_Berkeley_UCB,United_States,87.5,Development_Studies
9,National_University_of_Singapore_NUS,Singapore,87.4,Development_Studies
=10,The_Australian_National_University,Australia,87.2,Development_Studies
=10,The_University_of_Manchester,United_Kingdom,87.2,Development_Studies
12,Stanford_University,United_States,87.0,Development_Studies
13,Princeton_University,United_States,84.1,Development_Studies
14,UCL,United_Kingdom,83.7,Development_Studies
=15,Columbia_University,United_States,83.2,Development_Studies
=15,University_of_Cape_Town,South_Africa,83.2,Development_Studies
17,The_University_of_Melbourne,Australia,83.0,Development_Studies
18,Cornell_University,United_States,82.6,Development_Studies
19,University_of_East_Anglia_UEA,United_Kingdom,82.3,Development_Studies
=20,Jawaharlal_Nehru_University,India,81.3,Development_Studies
=20,Johns_Hopkins_University,United_States,81.3,Development_Studies
=20,University_of_Chicago,United_States,81.3,Development_Studies
23,University_of_California_Los_Angeles_UCLA,United_States,80.9,Development_Studies
24,Erasmus_University_Rotterdam_,Netherlands,80.6,Development_Studies
25,University_of_British_Columbia,Canada,80.4,Development_Studies
=26,Leiden_University,Netherlands,79.7,Development_Studies
=26,The_University_of_Tokyo,Japan,79.7,Development_Studies
28,Nanyang_Technological_University_Singapore_NTU,Singapore,79.4,Development_Studies
29,University_of_Leeds,United_Kingdom,79.2,Development_Studies
=30,Kings_College_London,United_Kingdom,78.7,Development_Studies
=30,Massey_University,New_Zealand,78.7,Development_Studies
32,McGill_University,Canada,78.3,Development_Studies
33,Boston_University,United_States,78.0,Development_Studies
=34,The_University_of_Sydney,Australia,77.9,Development_Studies
=34,University_of_Amsterdam,Netherlands,77.9,Development_Studies
36,University_of_Toronto,Canada,77.7,Development_Studies
37,Universidad_Nacional_Autnoma_de_Mxico_UNAM,Mexico,77.3,Development_Studies
38,Yonsei_University,South_Korea,77.1,Development_Studies
39,Ghent_University,Belgium,76.9,Development_Studies
40,Universidad_de_los_Andes,Colombia,76.8,Development_Studies
41,University_of_WisconsinMadison,United_States,76.5,Development_Studies
42,The_University_of_Hong_Kong,Hong_Kong_SAR,76.2,Development_Studies
43,University_of_Delhi,India,76.1,Development_Studies
=44,Makerere_University,Uganda,75.9,Development_Studies
=44,University_of_Witwatersrand,South_Africa,75.9,Development_Studies
=46,Pennsylvania_State_University,United_States,75.6,Development_Studies
=46,The_University_of_Queensland,Australia,75.6,Development_Studies
48,The_University_of_Edinburgh,United_Kingdom,75.5,Development_Studies
=49,Newcastle_University,United_Kingdom,75.1,Development_Studies
=49,Universit_Paris_1_PanthonSorbonne_,France,75.1,Development_Studies
=49,University_of_California_Davis,United_States,75.1,Development_Studies
51-100,_Western_Sydney_University,Australia,,Development_Studies
51-100,American_University,United_States,,Development_Studies
51-100,American_University_of_Beirut_AUB,Lebanon,,Development_Studies
51-100,Brown_University,United_States,,Development_Studies
51-100,Cairo_University,Egypt,,Development_Studies
51-100,Chulalongkorn_University,Thailand,,Development_Studies
51-100,Deakin_University,Australia,,Development_Studies
51-100,Duke_University,United_States,,Development_Studies
51-100,Fudan_University,China_Mainland,,Development_Studies
51-100,George_Washington_University,United_States,,Development_Studies
51-100,HumboldtUniversitt_zu_Berlin,Germany,,Development_Studies
51-100,Imperial_College_London,United_Kingdom,,Development_Studies
51-100,Kyoto_University,Japan,,Development_Studies
51-100,Lund_University,Sweden,,Development_Studies
51-100,Michigan_State_University,United_States,,Development_Studies
51-100,Monash_University,Australia,,Development_Studies
51-100,Nagoya_University,Japan,,Development_Studies
51-100,New_York_University_NYU,United_States,,Development_Studies
51-100,Politecnico_di_Milano,Italy,,Development_Studies
51-100,Rheinische_FriedrichWilhelmsUniversitt_Bonn,Germany,,Development_Studies
51-100,Sapienza_University_of_Rome,Italy,,Development_Studies
51-100,Seoul_National_University,South_Korea,,Development_Studies
51-100,Stellenbosch_University,South_Africa,,Development_Studies
51-100,The_Ohio_State_University,United_States,,Development_Studies
51-100,The_University_of_Auckland,New_Zealand,,Development_Studies
51-100,The_University_of_Sheffield,United_Kingdom,,Development_Studies
51-100,The_University_of_Warwick,United_Kingdom,,Development_Studies
51-100,The_University_of_Western_Australia,Australia,,Development_Studies
51-100,Tsinghua_University,China_Mainland,,Development_Studies
51-100,Universidad_Nacional_de_Colombia,Colombia,,Development_Studies
51-100,Universidade_de_So_Paulo,Brazil,,Development_Studies
51-100,Universitas_Indonesia,Indonesia,,Development_Studies
51-100,Universitat_de_Barcelona,Spain,,Development_Studies
51-100,University_of_Antwerp,Belgium,,Development_Studies
51-100,University_of_Bath,United_Kingdom,,Development_Studies
51-100,University_of_Birmingham,United_Kingdom,,Development_Studies
51-100,University_of_Copenhagen,Denmark,,Development_Studies
51-100,University_of_Ghana,Ghana,,Development_Studies
51-100,University_of_Gothenburg,Sweden,,Development_Studies
51-100,University_of_Gttingen,Germany,,Development_Studies
51-100,University_of_Groningen,Netherlands,,Development_Studies
51-100,University_of_KwazuluNatal,South_Africa,,Development_Studies
51-100,University_of_Massachusetts_Amherst,United_States,,Development_Studies
51-100,University_of_Minnesota_Twin_Cities,United_States,,Development_Studies
51-100,University_of_Pretoria,South_Africa,,Development_Studies
51-100,University_of_South_Africa,South_Africa,,Development_Studies
51-100,Utrecht_University,Netherlands,,Development_Studies
51-100,Victoria_University_of_Wellington,New_Zealand,,Development_Studies
101-130,Gadjah_Mada_University,Indonesia,,Development_Studies
101-130,Indian_Institute_of_Technology_Bombay_IITB,India,,Development_Studies
101-130,KU_Leuven,Belgium,,Development_Studies
101-130,Maastricht_University_,Netherlands,,Development_Studies
101-130,Queen_Mary_University_of_London,United_Kingdom,,Development_Studies
101-130,Renmin_Peoples_University_of_China,China_Mainland,,Development_Studies
101-130,Sciences_Po_,France,,Development_Studies
101-130,The_Chinese_University_of_Hong_Kong_CUHK,Hong_Kong_SAR,,Development_Studies
101-130,The_University_of_Adelaide,Australia,,Development_Studies
101-130,The_University_of_Exeter,United_Kingdom,,Development_Studies
101-130,The_University_of_New_South_Wales_UNSW_Sydney,Australia,,Development_Studies
101-130,Universidad_Autnoma_de_Madrid,Spain,,Development_Studies
101-130,Universidad_Nacional_de_La_Plata_UNLP,Argentina,,Development_Studies
101-130,Universidade_Estadual_de_Campinas_Unicamp,Brazil,,Development_Studies
101-130,Universidade_Federal_do_Rio_de_Janeiro,Brazil,,Development_Studies
101-130,Universit_catholique_de_Louvain_UCLouvain,Belgium,,Development_Studies
101-130,Universite_libre_de_Bruxelles,Belgium,,Development_Studies
101-130,Universit_PSL,France,,Development_Studies
101-130,Universiti_Malaya_UM,Malaysia,,Development_Studies
101-130,University_of_Bristol,United_Kingdom,,Development_Studies
101-130,University_of_Glasgow,United_Kingdom,,Development_Studies
101-130,University_of_Illinois_at_UrbanaChampaign,United_States,,Development_Studies
101-130,University_of_Johannesburg,South_Africa,,Development_Studies
101-130,University_of_Liverpool,United_Kingdom,,Development_Studies
101-130,University_of_Oslo,Norway,,Development_Studies
101-130,University_of_Pennsylvania,United_States,,Development_Studies
101-130,University_of_Reading,United_Kingdom,,Development_Studies
101-130,University_of_York,United_Kingdom,,Development_Studies
101-130,Uppsala_University,Sweden,,Development_Studies
101-130,York_University,Canada,,Development_Studies
1,Harvard_University,United_States,99.2,Economics__Econometrics
2,Massachusetts_Institute_of_Technology_MIT_,United_States,96.9,Economics__Econometrics
3,Stanford_University,United_States,95.7,Economics__Econometrics
4,University_of_Chicago,United_States,93.8,Economics__Econometrics
5,Princeton_University,United_States,92.9,Economics__Econometrics
6,University_of_California_Berkeley_UCB,United_States,92.6,Economics__Econometrics
7,The_London_School_of_Economics_and_Political_Science_LSE,United_Kingdom,91.8,Economics__Econometrics
8,Yale_University,United_States,91.0,Economics__Econometrics
9,University_of_Oxford,United_Kingdom,90.9,Economics__Econometrics
10,University_of_Cambridge,United_Kingdom,88.8,Economics__Econometrics
11,Columbia_University,United_States,88.6,Economics__Econometrics
12,New_York_University_NYU,United_States,87.6,Economics__Econometrics
13,University_of_Pennsylvania,United_States,87.1,Economics__Econometrics
14,University_of_California_Los_Angeles_UCLA,United_States,86.8,Economics__Econometrics
15,Northwestern_University,United_States,86.3,Economics__Econometrics
17,National_University_of_Singapore_NUS,Singapore,84.0,Economics__Econometrics
18,UCL,United_Kingdom,83.8,Economics__Econometrics
19,University_of_Toronto,Canada,83.2,Economics__Econometrics
20,Peking_University,China_Mainland,82.3,Economics__Econometrics
21,University_of_British_Columbia,Canada,82.2,Economics__Econometrics
22,Tsinghua_University,China_Mainland,81.6,Economics__Econometrics
=23,The_University_of_Warwick,United_Kingdom,81.1,Economics__Econometrics
=23,University_of_MichiganAnn_Arbor,United_States,81.1,Economics__Econometrics
25,Cornell_University,United_States,80.6,Economics__Econometrics
26,University_of_California_San_Diego_UCSD,United_States,80.4,Economics__Econometrics
27,ETH_Zurich__Swiss_Federal_Institute_of_Technology,Switzerland,80.2,Economics__Econometrics
=28,Universitat_Pompeu_Fabra_Barcelona,Spain,80.1,Economics__Econometrics
=30,Duke_University,United_States,79.9,Economics__Econometrics
=30,Imperial_College_London,United_Kingdom,79.9,Economics__Econometrics
32,Boston_University,United_States,79.8,Economics__Econometrics
33,The_University_of_Tokyo,Japan,79.3,Economics__Econometrics
34,The_Hong_Kong_University_of_Science_and_Technology,Hong_Kong_SAR,79.2,Economics__Econometrics
35,The_Australian_National_University,Australia,78.7,Economics__Econometrics
36,Monash_University,Australia,78.4,Economics__Econometrics
37,The_University_of_New_South_Wales_UNSW_Sydney,Australia,78.0,Economics__Econometrics
38,University_of_Zurich,Switzerland,77.5,Economics__Econometrics
39,The_University_of_Melbourne,Australia,77.3,Economics__Econometrics
40,Nanyang_Technological_University_Singapore_NTU,Singapore,77.2,Economics__Econometrics
41,LudwigMaximiliansUniversitt_Mnchen,Germany,77.0,Economics__Econometrics
=42,California_Institute_of_Technology_Caltech,United_States,76.8,Economics__Econometrics
=42,The_University_of_Hong_Kong,Hong_Kong_SAR,76.8,Economics__Econometrics
44,Brown_University,United_States,76.7,Economics__Econometrics
=45,Fudan_University,China_Mainland,76.6,Economics__Econometrics
=45,Seoul_National_University,South_Korea,76.6,Economics__Econometrics
47,Erasmus_University_Rotterdam_,Netherlands,76.4,Economics__Econometrics
48,The_Chinese_University_of_Hong_Kong_CUHK,Hong_Kong_SAR,76.3,Economics__Econometrics
50,Tilburg_University,Netherlands,75.8,Economics__Econometrics
51,University_of_Minnesota_Twin_Cities,United_States,75.7,Economics__Econometrics
=52,The_University_of_Sydney,Australia,75.6,Economics__Econometrics
=52,Universitt_Mannheim,Germany,75.6,Economics__Econometrics
55,Universit_Paris_1_PanthonSorbonne_,France,75.5,Economics__Econometrics
56,Rheinische_FriedrichWilhelmsUniversitt_Bonn,Germany,75.4,Economics__Econometrics
57,Shanghai_Jiao_Tong_University,China_Mainland,75.3,Economics__Econometrics
=58,HSE_University,Russia,74.6,Economics__Econometrics
=58,Universit_Toulouse_1_Capitole,France,74.6,Economics__Econometrics
60,University_of_Amsterdam,Netherlands,74.5,Economics__Econometrics
=61,Universidad_Carlos_III_de_Madrid_UC3M,Spain,74.4,Economics__Econometrics
=61,University_of_WisconsinMadison,United_States,74.4,Economics__Econometrics
63,The_University_of_Manchester,United_Kingdom,74.3,Economics__Econometrics
=64,Carnegie_Mellon_University,United_States,74.2,Economics__Econometrics
=66,University_of_Texas_at_Austin,United_States,73.8,Economics__Econometrics
=66,Yonsei_University,South_Korea,73.8,Economics__Econometrics
=68,Korea_University,South_Korea,73.5,Economics__Econometrics
=68,University_of_California_Davis,United_States,73.5,Economics__Econometrics
=70,The_University_of_Edinburgh,United_Kingdom,73.2,Economics__Econometrics
=70,Universit_PSL,France,73.2,Economics__Econometrics
72,Institut_Polytechnique_de_Paris,France,73.1,Economics__Econometrics
=73,HumboldtUniversitt_zu_Berlin,Germany,72.9,Economics__Econometrics
=73,KU_Leuven,Belgium,72.9,Economics__Econometrics
75,University_of_Maryland_College_Park,United_States,72.8,Economics__Econometrics
76,Johns_Hopkins_University,United_States,72.7,Economics__Econometrics
=77,Kyoto_University,Japan,72.6,Economics__Econometrics
=77,Singapore_Management_University,Singapore,72.6,Economics__Econometrics
=77,Universitat_Autnoma_de_Barcelona,Spain,72.6,Economics__Econometrics
80,Zhejiang_University,China_Mainland,72.4,Economics__Econometrics
=81,McGill_University,Canada,72.2,Economics__Econometrics
=81,The_University_of_Queensland,Australia,72.2,Economics__Econometrics
=81,University_of_Illinois_at_UrbanaChampaign,United_States,72.2,Economics__Econometrics
=84,Alma_Mater_Studiorum__University_of_Bologna,Italy,72.1,Economics__Econometrics
=84,Universit_catholique_de_Louvain_UCLouvain,Belgium,72.1,Economics__Econometrics
87,Pontificia_Universidad_Catlica_de_Chile_UC,Chile,71.8,Economics__Econometrics
=88,Renmin_Peoples_University_of_China,China_Mainland,71.7,Economics__Econometrics
=88,University_of_Copenhagen,Denmark,71.7,Economics__Econometrics
90,University_of_Southern_California,United_States,71.3,Economics__Econometrics
92,Pennsylvania_State_University,United_States,71.0,Economics__Econometrics
=93,Universiti_Malaya_UM,Malaysia,70.9,Economics__Econometrics
=93,University_of_StGallen_HSG,Switzerland,70.9,Economics__Econometrics
=96,Sciences_Po_,France,70.8,Economics__Econometrics
=96,University_of_Nottingham,United_Kingdom,70.8,Economics__Econometrics
98,Lomonosov_Moscow_State_University,Russia,70.6,Economics__Econometrics
99,The_Ohio_State_University,United_States,70.5,Economics__Econometrics
100,KAIST__Korea_Advanced_Institute_of_Science__Technology,South_Korea,70.4,Economics__Econometrics
=101,Dartmouth_College,United_States,70.2,Economics__Econometrics
=101,Tecnolgico_de_Monterrey,Mexico,70.2,Economics__Econometrics
=101,Universidad_de_los_Andes,Colombia,70.2,Economics__Econometrics
=104,Queen_Mary_University_of_London,United_Kingdom,70.1,Economics__Econometrics
=104,The_University_of_Auckland,New_Zealand,70.1,Economics__Econometrics
=104,Waseda_University,Japan,70.1,Economics__Econometrics
107,Stockholm_University,Sweden,70.0,Economics__Econometrics
=108,Michigan_State_University,United_States,69.9,Economics__Econometrics
=108,National_Taiwan_University_NTU,Taiwan,69.9,Economics__Econometrics
=108,Universit_de_Montral_,Canada,69.9,Economics__Econometrics
111,Technical_University_of_Munich,Germany,69.8,Economics__Econometrics
=112,Boston_College,United_States,69.7,Economics__Econometrics
=112,Maastricht_University_,Netherlands,69.7,Economics__Econometrics
=114,City_University_of_Hong_Kong,Hong_Kong_SAR,69.5,Economics__Econometrics
=116,Kings_College_London,United_Kingdom,69.3,Economics__Econometrics
=116,Texas_AM_University,United_States,69.3,Economics__Econometrics
=116,Vrije_Universiteit_Amsterdam,Netherlands,69.3,Economics__Econometrics
119,Osaka_University,Japan,69.2,Economics__Econometrics
120,Washington_University_in_St_Louis,United_States,69.1,Economics__Econometrics
=121,Georgetown_University,United_States,69.0,Economics__Econometrics
=121,Wageningen_University__Research,Netherlands,69.0,Economics__Econometrics
=123,Shanghai_University_of_Finance_and_Economics,China_Mainland,68.9,Economics__Econometrics
=123,Trinity_College_Dublin_The_University_of_Dublin,Ireland,68.9,Economics__Econometrics
=125,Hitotsubashi_University,Japan,68.8,Economics__Econometrics
=125,Keio_University,Japan,68.8,Economics__Econometrics
127,University_of_Bristol,United_Kingdom,68.7,Economics__Econometrics
=128,University_of_Glasgow,United_Kingdom,68.6,Economics__Econometrics
=128,University_of_Groningen,Netherlands,68.6,Economics__Econometrics
=128,University_of_Technology_Sydney,Australia,68.6,Economics__Econometrics
=128,Wuhan_University,China_Mainland,68.6,Economics__Econometrics
=132,Purdue_University,United_States,68.5,Economics__Econometrics
=132,University_of_Lausanne,Switzerland,68.5,Economics__Econometrics
